#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AE3681
#Date Time: 2020-09-23 10:20:32.994
#Start: 1000 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44198 V
#Offset: -0.00025017 V
#Relative: no
#Channel: Channel 2
#Range: 5.4844 V
#Offset: 0.000101632 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
36307.80547701017,0.06278064179681145,-0.8423794533181984,-19.07627169156726
38018.93963205613,0.06154330556731787,-1.07173635167024,-21.56353821469746
39810.71705534974,0.06411864828492864,-1.33816735243331,-24.25409529874521
41686.93834703357,0.06585196942646714,-1.6303598516836,-27.14291166278343
43651.58322401662,0.06846042684092622,-1.949769255282742,-30.12838063500034
45708.81896148752,0.06930256569454839,-2.290447927942561,-33.20875657145654
47863.00923226389,0.06880112547422219,-2.653856554713643,-36.31009852265841
50118.72336272725,0.06764870460431216,-3.026847893201896,-39.28957919221617
52480.74602497729,0.0761058579767597,-3.407488683490968,-42.13445587971431
54954.08738576246,0.07714199678856645,-3.795278138693159,-44.85189488959077
57543.99373371573,0.07886572831977187,-4.188094151264865,-47.43944754889921
60255.95860743582,0.0813489551016523,-4.580518015698051,-49.85752069259937
63095.73444801934,0.08403073017058529,-4.983114312836518,-52.1391370367444
66069.34480075965,0.08588258828612835,-5.381544443303702,-54.30971725983523
69183.09709189367,0.08860758880477368,-5.790236576842778,-56.35086147253287
72443.59600749904,0.09130441158116775,-6.186588048123171,-58.288624463715
75857.75750291845,0.09092254227039293,-6.590843147261889,-60.00681757849438
79432.82347242819,0.08334782278478314,-6.995504208207927,-61.74328643818829
83176.37711026713,0.08969285604841774,-7.398517612465902,-63.35661411839987
87096.35899560807,0.09463290093766778,-7.802186142567096,-64.92962511437685
91201.08393559101,0.09681326194377006,-8.209344537530452,-66.38942731401585
95499.25860214366,0.0928952926837376,-8.612754873665855,-67.79669277887388
100000,0.1010229051559264,-9.013453819435739,-69.27282256898815
104712.85480509,0.1058502765620566,-9.422987110276157,-70.40839071043607
109647.8196143186,0.107869262552045,-9.83088671719899,-71.65835962342915
114815.3621496883,0.1111972990706727,-10.23796962536121,-72.84560627047496
120226.4434617413,0.110678843386366,-10.6439174879756,-74.06280410596628
125892.5411794167,0.1079582146560464,-11.04596143885128,-75.1092272687093
131825.6738556408,0.1089150329677725,-11.45140322721355,-76.12319093664586
138038.4264602886,0.1089064151843533,-11.8581386385575,-77.07026941071291
144543.9770745928,0.1114655665832386,-12.26250917721089,-78.37925953641002
151356.1248436209,0.1123567989050269,-12.67366972741771,-79.12166169678761
158489.3192461114,0.1128432230313584,-13.08461129310072,-80.10902734734263
165958.6907437561,0.1114702528008114,-13.49981872695331,-81.04145636521395
173780.0828749377,0.09724258258299281,-13.89358767369944,-81.90418062748098
181970.0858609984,0.1069573702530805,-14.30993823384384,-82.835642076657
190546.0717963248,0.1057174250276214,-14.72009659182093,-83.64448253971682
199526.2314968881,0.1038251401424396,-15.11930427471336,-84.5385433691352
208929.613085404,0.09918590915903114,-15.53604797869585,-85.43994640399919
218776.1623949554,0.1012456799121789,-15.9602860869418,-86.64405653425469
229086.7652767773,0.09785705208010245,-16.36136477625588,-87.06054643268878
239883.2919019491,0.09034218819214995,-16.77872892042202,-87.91005790217136
251188.6431509582,0.08318898748577343,-17.20385220423664,-88.91427861718411
263026.7991895382,0.07617907766634197,-17.61323316496796,-89.68997996630162
275422.8703338168,0.07154993446167353,-18.03442158403263,-90.75509007738145
288403.1503126606,0.07259972800877477,-18.45064329586427,-91.63388799071032
301995.1720402017,0.07308388739087282,-18.87128675674115,-92.72909989066102
316227.7660168381,0.06609144191256729,-19.31103742148426,-93.6927461662398
331131.1214825911,0.06238861693783875,-19.72889178057355,-94.86574134338406
346736.8504525318,0.04951160476759636,-20.16775701060226,-95.91209315148242
363078.0547701016,0.04801169320542835,-20.61484579064249,-97.1619436854007
380189.3963205612,0.04347451281991016,-21.04614436798489,-98.32733784394527
398107.1705534974,0.03323350496520896,-21.51260613070222,-99.66555491522629
416869.3834703354,0.03164026789117191,-21.95401869988347,-101.0296168763452
436515.8322401661,0.02452826429907119,-22.419039104811,-102.8919657758518
457088.1896148753,0.01144670504508217,-22.90719474881861,-104.1271689045772
478630.0923226384,0.01238770997972826,-23.37587951629562,-105.9824821622754
501187.2336272725,0.007399044219256298,-23.87515084377121,-107.6832812624594
524807.4602497726,0.0003185991764755561,-24.38694614930398,-109.3768169287296
549540.8738576247,-0.004914153186431936,-24.93734457543832,-111.7796414867682
575439.9373371572,-0.01039756797946255,-25.47456678082117,-113.8960710905739
602559.5860743577,-0.01976258139197162,-26.02460449783725,-116.3075807887901
630957.3444801935,-0.02454647080646442,-26.60294738118527,-118.8658240817295
660693.4480075958,-0.02750790828146681,-27.10813046839942,-121.4041356417889
691830.9709189367,-0.03513703356734606,-27.78686512942773,-124.784335974248
724435.9600749903,-0.04192470597091311,-28.42055729098423,-128.0622441781308
758577.5750291838,-0.04467625583543353,-29.08410080370562,-131.7600902554097
794328.2347242817,-0.05199179360805908,-29.73844503656644,-135.7814242890821
831763.7711026714,-0.05618424235979475,-30.39923318684131,-140.2494550592674
870963.5899560807,-0.06381478553589465,-31.04177740574895,-145.5461836031341
912010.83935591,-0.06806799512445877,-31.77491712481528,-150.9549237823242
954992.5860214358,-0.0751246376035265,-32.42209314934053,-156.9933378805572
1000000,-0.08010070249451358,-32.98904590525304,-164.2237159700378
