#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AE36B6
#Date Time: 2020-09-20 21:06:41.813
#Start: 15420 Hz
#Stop: 17420 Hz
#Steps: 151
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.42919 V
#Offset: -0.00029355 V
#Relative: no
#Channel: Channel 2
#Range: 5.49309 V
#Offset: 0.000174127 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
16660,0.01620955487904346,-14.81344142463203,-45.8927105309514
16673.33333333334,0.01459316271486675,-14.99255238628878,-46.94942005227172
16686.66666666667,0.01518698299052564,-15.1701496442157,-48.01879008214115
16700,0.0140400709130881,-15.34778286614197,-48.99922240447536
16713.33333333334,0.01225339585436911,-15.52671189506668,-49.9519458695529
16726.66666666667,0.01191272151579987,-15.69921487137118,-50.88858205974314
16740,0.009468082877383354,-15.86828100532024,-51.77460546282371
16753.33333333334,0.008222045607843146,-16.04227447146833,-52.60533065128746
16766.66666666667,0.006625186026983156,-16.21596118413784,-53.41833349835651
16780,0.004468204769265017,-16.38374018456431,-54.19815605885795
16793.33333333334,0.006085011709199514,-16.5497694738388,-54.98202854676522
16806.66666666667,0.008145819563450013,-16.71817672650062,-55.66635620218675
16820,0.009278783910929947,-16.88246741413593,-56.3712597794937
16833.33333333333,0.01077869036636847,-17.04446545224765,-57.08217716845331
16846.66666666667,0.01196793753017452,-17.20662228705276,-57.67484590685409
16860,0.01371451248020845,-17.36299628819451,-58.31996282059231
16873.33333333333,0.0140804456339555,-17.51554954673916,-58.91214911775739
16886.66666666667,0.01546847320539974,-17.67466404872464,-59.49871220679671
16900,0.01568843232916126,-17.82142406504508,-60.03044713474293
16913.33333333333,0.01698019732203866,-17.97222151875563,-60.57177415532715
16926.66666666667,0.01857524931024599,-18.12717531643348,-61.13067070448363
16940,0.01776071407238169,-18.27519585656943,-61.6169108048497
16953.33333333333,0.01848064821037312,-18.4186554674266,-62.09674290826997
16966.66666666667,0.01999118742630424,-18.5602315107466,-62.5815078184956
16980,0.01983175443231504,-18.70286506186363,-62.98498993593391
16993.33333333333,0.02071515896031089,-18.84082767916667,-63.44587006319739
17006.66666666667,0.02046945910008044,-18.97864228505767,-63.87221382272375
17020,0.01948038597198766,-19.11207108546986,-64.2293514348693
17033.33333333333,0.0199645965162722,-19.24511283180665,-64.658708575506
17046.66666666667,0.0197703796383042,-19.37681177162818,-65.03466432284881
17060,0.02009006069317571,-19.51674923510376,-65.43001432333932
17073.33333333333,0.02167848278385713,-19.64215432804302,-65.7771752804116
17086.66666666667,0.02154247080283053,-19.76962999994476,-66.15304071624433
17100,0.02110729014222212,-19.89129107366708,-66.44884701190634
17113.33333333333,0.02101355407474074,-20.0222846643701,-66.8494986955176
17126.66666666667,0.02028212568385248,-20.14682666119899,-67.17093047094009
17140,0.02156248325210138,-20.26329989116894,-67.42143366962716
17153.33333333333,0.02127284898904239,-20.38787320553874,-67.79915201169852
17166.66666666667,0.02069595707376674,-20.50786001552263,-68.0484313641376
17180,0.02131298535707392,-20.62656584824615,-68.3265934507322
17193.33333333333,0.02051921706303687,-20.74104221153824,-68.60943013212946
17206.66666666667,0.02123783216975373,-20.856845785419,-68.89562516231412
17220,0.01972939561541065,-20.97588117101345,-69.16374026609287
17233.33333333333,0.02021951560992252,-21.07488751295315,-69.42078315810488
17246.66666666667,0.02031782582194724,-21.20254864392342,-69.6830748624362
17260,0.01998227006989891,-21.31052261165529,-69.9663200040375
17273.33333333333,0.0209137323001157,-21.42073836346029,-70.15288368059805
